YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,19.7,19.7,16.4,23.5,1179.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,4,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.3,32.3,26.7,38.4,1057.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,4,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.3,24.3,21.9,26.9,2263.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,6,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.9,29.9,27.5,32.4,2589.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,6,Income,"Less than $15,000",INC,INCLESS15
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.1,30.1,27.4,32.9,2203.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,6,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,17.5,17.5,14.4,21.2,1090.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,6,Income,Data not reported,INC,INCNR
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,22.1,22.1,19.7,24.7,1915.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,17.7,17.7,16.4,19.1,5406.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,6,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.2,27.2,24.2,30.4,1622.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,6,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.7,23.7,19.7,28.2,1134.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,8,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,17.5,17.5,14.8,20.6,1604.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,8,Income,Data not reported,INC,INCNR
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.2,24.2,21.2,27.6,1706.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,8,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,19.5,19.5,17.3,21.9,1968.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,8,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,18.3,18.3,16.7,19.9,3773.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,8,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,25.9,25.9,21.8,30.4,1034.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,8,Income,"Less than $15,000",INC,INCLESS15
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.3,21.3,18.6,24.3,1757.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,8,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.5,27.5,22.8,32.7,727.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,9,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.7,24.7,20.3,29.7,549.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,9,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.8,24.8,20.2,29.9,911.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,9,Income,Data not reported,INC,INCNR
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.7,28.7,24.2,33.6,743.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,9,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,20.7,20.7,18.5,23.2,2208.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,9,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.2,23.2,19.7,27.1,850.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,9,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.7,31.7,26.1,37.8,469.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,9,Income,"Less than $15,000",INC,INCLESS15
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.6,27.6,21.1,35.2,355.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,11,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.0,30.0,22.5,38.8,277.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,11,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,20.3,20.3,15.8,25.6,475.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,11,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,35.3,35.3,29.3,41.8,472.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,11,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,12.7,12.7,10.7,14.9,1820.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,11,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,22.1,22.1,16.8,28.6,505.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,11,Income,Data not reported,INC,INCNR
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,41.6,41.6,34.9,48.6,464.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,11,Income,"Less than $15,000",INC,INCLESS15
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.5,33.5,27.6,39.9,495.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,22.0,22.0,17.4,27.4,674.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,10,Income,Data not reported,INC,INCNR
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.0,27.0,23.9,30.4,1199.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,10,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,35.6,35.6,29.8,41.9,506.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,10,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.3,32.3,26.9,38.1,598.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,10,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.0,31.0,24.6,38.2,374.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,10,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.4,26.4,22.3,30.9,684.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,10,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.8,31.8,28.2,35.7,1485.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.2,30.2,27.1,33.5,2134.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.7,29.7,25.9,33.8,1285.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,20.3,20.3,17.4,23.5,1652.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,12,Income,Data not reported,INC,INCNR
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.2,27.2,23.8,30.9,1532.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.5,26.5,23.3,29.9,1495.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,22.4,22.4,20.0,25.1,2187.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.2,33.2,29.7,36.9,1600.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,13,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.9,33.9,29.6,38.4,1047.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,13,Income,"Less than $15,000",INC,INCLESS15
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.2,31.2,27.6,35.0,1178.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,13,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.0,29.0,24.9,33.4,1044.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,13,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.8,26.8,23.2,30.8,1123.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,13,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.3,23.3,19.8,27.2,1265.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,13,Income,Data not reported,INC,INCNR
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.3,21.3,19.0,23.7,2096.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,13,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,15.9,15.9,12.5,20.0,644.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,15,Income,Data not reported,INC,INCNR
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.2,21.2,17.5,25.6,991.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,15,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.0,21.0,18.5,23.7,2041.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,15,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,19.9,19.9,16.8,23.4,1056.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,15,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.2,28.2,23.9,32.9,1187.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,15,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.9,21.9,18.1,26.2,798.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,15,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.1,23.1,18.2,28.9,690.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,15,Income,"Less than $15,000",INC,INCLESS15
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.7,32.7,29.2,36.5,979.0,,,,,"$35,000 - $49,999",,OWS,OWS1,Q036,VALUE,19,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.8,33.8,30.1,37.7,999.0,,,,,"$15,000 - $24,999",,OWS,OWS1,Q036,VALUE,19,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,20.1,20.1,16.9,23.7,956.0,,,,,Data not reported,,OWS,OWS1,Q036,VALUE,19,Income,Data not reported,INC,INCNR
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.3,33.3,30.0,36.8,1012.0,,,,,"$50,000 - $74,999",,OWS,OWS1,Q036,VALUE,19,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.1,32.1,27.9,36.6,721.0,,,,,"$25,000 - $34,999",,OWS,OWS1,Q036,VALUE,19,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.5,28.5,24.0,33.5,579.0,,,,,"Less than $15,000",,OWS,OWS1,Q036,VALUE,19,Income,"Less than $15,000",INC,INCLESS15
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,25.0,25.0,22.6,27.6,1652.0,,,,,"$75,000 or greater",,OWS,OWS1,Q036,VALUE,19,Income,"$75,000 or greater",INC,INC75PLUS
