YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,25.9,25.9,22.6,29.4,1898.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,36.2,36.2,27.9,45.4,536.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,4,Education,Less than high school,EDU,EDUHS
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,15.3,15.3,14.2,16.6,6681.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,6,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.4,26.4,24.4,28.6,3146.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,6,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.0,24.0,22.5,25.5,5375.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,6,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.9,32.9,30.3,35.7,1870.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,6,Education,Less than high school,EDU,EDUHS
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,15.6,15.6,14.4,16.9,5576.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,8,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,22.3,22.3,20.4,24.3,3468.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,8,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,25.7,25.7,21.4,30.6,744.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,8,Education,Less than high school,EDU,EDUHS
2011,2011,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.5,23.5,21.4,25.7,3163.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,8,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.4,26.4,23.5,29.6,1493.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,9,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.0,29.0,25.9,32.3,1579.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,9,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,16.7,16.7,15.1,18.5,2926.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,9,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.2,31.2,25.6,37.3,446.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,9,Education,Less than high school,EDU,EDUHS
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.0,31.0,26.2,36.3,673.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,11,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,11.9,11.9,10.4,13.6,2665.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,11,Education,College graduate,EDU,EDUCOGRAD
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,39.7,39.7,32.1,47.8,269.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,11,Education,Less than high school,EDU,EDUHS
2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.0,33.0,28.4,38.0,750.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,11,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.9,30.9,27.5,34.6,1260.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,10,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.9,27.9,24.8,31.3,1374.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,10,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.1,24.1,21.3,27.2,1601.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,10,Education,College graduate,EDU,EDUCOGRAD
2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,35.2,35.2,28.5,42.5,286.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,10,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.7,32.7,28.7,37.0,1152.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.1,21.1,19.3,22.9,3793.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.4,27.4,25.2,29.9,3194.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.5,27.5,25.2,29.9,3594.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,34.1,34.1,30.0,38.4,1062.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,13,Education,Less than high school,EDU,EDUHS
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.4,21.4,19.5,23.4,3185.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,13,Education,College graduate,EDU,EDUCOGRAD
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.6,28.6,26.1,31.2,2400.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,13,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.5,29.5,27.0,32.1,2685.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,13,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.1,27.1,21.2,34.0,367.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,15,Education,Less than high school,EDU,EDUHS
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,15.2,15.2,13.6,17.0,3033.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,15,Education,College graduate,EDU,EDUCOGRAD
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,22.8,22.8,20.2,25.5,1977.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,15,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.9,24.9,22.2,27.9,2023.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,15,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.2,23.2,21.1,25.5,2049.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,19,Education,College graduate,EDU,EDUCOGRAD
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.2,28.2,23.3,33.6,464.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,19,Education,Less than high school,EDU,EDUHS
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.0,29.0,26.7,31.5,1983.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,19,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.0,33.0,30.7,35.4,2393.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,19,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.6,27.6,24.6,30.7,1838.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,16,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.2,28.2,25.0,31.5,1721.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,16,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.8,32.8,26.6,39.6,411.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,16,Education,Less than high school,EDU,EDUHS
2011,2011,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.5,21.5,18.9,24.3,1761.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,16,Education,College graduate,EDU,EDUCOGRAD
2011,2011,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.4,23.4,20.9,26.2,1903.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,17,Education,College graduate,EDU,EDUCOGRAD
2011,2011,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.0,28.0,25.0,31.2,1503.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,17,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.0,29.0,23.1,35.7,358.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,17,Education,Less than high school,EDU,EDUHS
2011,2011,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.0,29.0,25.9,32.2,1588.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,17,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.5,23.5,21.4,25.8,2242.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,18,Education,College graduate,EDU,EDUCOGRAD
2011,2011,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.3,32.3,30.0,34.6,2992.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,18,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.8,31.8,29.2,34.6,1998.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,18,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,36.2,36.2,31.7,40.9,795.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,18,Education,Less than high school,EDU,EDUHS
2011,2011,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.3,31.3,29.8,32.8,5783.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,20,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.9,24.9,23.7,26.1,7012.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,20,Education,College graduate,EDU,EDUCOGRAD
2011,2011,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.6,30.6,27.4,34.0,1237.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,20,Education,Less than high school,EDU,EDUHS
2011,2011,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.5,31.5,30.0,33.1,5567.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,20,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,34.0,34.0,30.1,38.2,1528.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,21,Education,Less than high school,EDU,EDUHS
2011,2011,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.4,31.4,29.0,33.9,3594.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,21,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.4,24.4,21.9,27.2,2384.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,21,Education,College graduate,EDU,EDUCOGRAD
2011,2011,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.6,30.6,27.9,33.4,2586.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,21,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,35.8,35.8,33.0,38.8,2519.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,22,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.6,33.6,31.2,36.1,3569.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,22,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.6,26.6,24.3,29.2,2751.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,22,Education,College graduate,EDU,EDUCOGRAD
2011,2011,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,36.3,36.3,32.5,40.3,1552.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,22,Education,Less than high school,EDU,EDUHS
2011,2011,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.1,24.1,22.3,26.1,4835.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,25,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,17.3,17.3,16.1,18.5,8708.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,25,Education,College graduate,EDU,EDUCOGRAD
2011,2011,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.1,31.1,27.4,35.0,1623.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,25,Education,Less than high school,EDU,EDUHS
2011,2011,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,25.2,25.2,23.3,27.2,5314.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,35.2,35.2,29.8,41.1,606.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,24,Education,Less than high school,EDU,EDUHS
2011,2011,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,29.3,29.3,26.7,32.1,2288.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,24,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.6,32.6,29.8,35.6,2514.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,24,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,21.3,21.3,19.7,23.0,4019.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,24,Education,College graduate,EDU,EDUCOGRAD
2011,2011,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,20.2,20.2,18.8,21.6,4610.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,23,Education,College graduate,EDU,EDUCOGRAD
2011,2011,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.4,28.4,26.5,30.4,3185.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,23,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.4,31.4,29.6,33.2,4068.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,23,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.2,32.2,28.0,36.8,755.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,23,Education,Less than high school,EDU,EDUHS
2011,2011,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.1,32.1,29.8,34.5,3299.0,,,High school graduate,,,,OWS,OWS1,Q036,VALUE,26,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,33.8,33.8,29.0,39.0,715.0,,,Less than high school,,,,OWS,OWS1,Q036,VALUE,26,Education,Less than high school,EDU,EDUHS
2011,2011,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.8,32.8,30.5,35.2,2913.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,26,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.6,26.6,24.7,28.7,3634.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,26,Education,College graduate,EDU,EDUCOGRAD
2011,2011,MN,Minnesota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,20.1,20.1,18.8,21.6,5881.0,,,College graduate,,,,OWS,OWS1,Q036,VALUE,27,Education,College graduate,EDU,EDUCOGRAD
2011,2011,MN,Minnesota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,27.2,27.2,25.4,29.1,4307.0,,,Some college or technical school,,,,OWS,OWS1,Q036,VALUE,27,Education,Some college or technical school,EDU,EDUCOTEC
