YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,40.0,40.0,,,37.3,42.8,2350.0,,,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,32.6,32.6,,,27.3,38.4,514.0,,,,,"$50,000 - $74,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,43.3,43.3,,,39.4,47.4,1125.0,,,College graduate,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,37.8,37.8,,,34.3,41.4,1468.0,,,,Male,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Gender,Male,GEN,MALE
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,38.1,38.1,,,29.4,47.6,242.0,,,,,"Less than $15,000",,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,43.3,43.3,,,38.5,48.3,747.0,,55 - 64,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,32.3,32.3,,,27.3,37.7,538.0,,35 - 44,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,39.3,39.3,,,35.1,43.7,927.0,,,Some college or technical school,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,37.7,37.7,,,35.3,40.1,3186.0,Total,,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Total,Total,OVR,OVERALL
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,34.1,34.1,,,27.7,41.2,385.0,,,,,"$35,000 - $49,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,33.6,33.6,,,27.4,40.4,408.0,,,,,Data not reported,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Income,Data not reported,INC,INCNR
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,39.5,39.5,,,30.7,49.0,216.0,,,Less than high school,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Education,Less than high school,EDU,EDUHS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,33.3,33.3,,,24.1,44.0,128.0,,,,,,2 or more races,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,46.6,46.6,,,40.7,52.6,559.0,,65 or older,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,32.7,32.7,,,25.6,40.5,353.0,,,,,"$15,000 - $24,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,28.3,28.3,,,24.2,32.7,847.0,,,,,"$35,000 - $49,999",,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,28.7,28.7,,,26.5,31.0,2413.0,,65 or older,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,19.6,19.6,,,16.9,22.7,1338.0,,,,,"$15,000 - $24,999",,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.0,22.0,,,18.4,25.9,1259.0,,,,,Data not reported,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,Data not reported,INC,INCNR
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,25.0,25.0,,,20.6,29.9,742.0,,,,,"$25,000 - $34,999",,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,23.9,23.9,,,22.5,25.4,7152.0,Total,,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Total,Total,OVR,OVERALL
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.1,22.1,,,19.2,25.2,1275.0,,45 - 54,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,23.5,23.5,,,20.9,26.3,1649.0,,55 - 64,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,29.1,29.1,,,14.7,49.4,55.0,,,,,,2 or more races,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.6,22.6,,,20.3,25.1,2307.0,,,High school graduate,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,25.8,25.8,,,20.5,31.9,352.0,,18 - 24,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.0,22.0,,,19.3,25.0,1853.0,,,,,,Non-Hispanic Black,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,23.2,23.2,,,19.7,27.2,780.0,,,,,"$50,000 - $74,999",,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,23.4,23.4,,,12.3,39.9,64.0,,,,,,American Indian/Alaska Native,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,27.3,27.3,,,24.7,30.1,1805.0,,,College graduate,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,25.5,25.5,,,22.8,28.5,1916.0,,,Some college or technical school,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,24.4,24.4,,,13.0,40.9,106.0,,,,,,Hispanic,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,25.3,25.3,,,23.0,27.7,2429.0,,,,Male,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Gender,Male,GEN,MALE
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.8,22.8,,,19.4,26.6,854.0,,35 - 44,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,20.9,20.9,,,17.1,25.2,609.0,,25 - 34,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,19.9,19.9,,,16.6,23.7,1111.0,,,Less than high school,,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Education,Less than high school,EDU,EDUHS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.7,22.7,,,21.0,24.5,4723.0,,,,Female,,,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Gender,Female,GEN,FEMALE
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,28.5,28.5,,,25.1,32.3,1132.0,,,,,"$75,000 or greater",,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,22.3,22.3,,,18.6,26.4,1054.0,,,,,"Less than $15,000",,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,24.4,24.4,,,22.8,26.2,4942.0,,,,,,Non-Hispanic White,"(32.840571122, -86.631860762)",PA,PA1,Q045,VALUE,1,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,29.0,29.0,,,25.5,32.7,1150.0,,,College graduate,,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,21.9,21.9,,,12.6,35.4,127.0,,,,,,Hispanic,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,24.5,24.5,,,18.9,31.1,554.0,,,Less than high school,,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Education,Less than high school,EDU,EDUHS
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,24.8,24.8,,,22.2,27.5,2708.0,,,,Female,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Gender,Female,GEN,FEMALE
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,23.5,23.5,,,19.0,28.7,795.0,,,,,"$15,000 - $24,999",,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,31.2,31.2,,,25.0,38.3,556.0,,,,,Data not reported,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Income,Data not reported,INC,INCNR
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,30.6,30.6,,,25.0,36.9,517.0,,,,,"$50,000 - $74,999",,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,27.4,27.4,,,22.1,33.5,545.0,,,,,"$35,000 - $49,999",,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,27.5,27.5,,,21.2,35.0,282.0,,25 - 34,,,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,32.4,32.4,,,29.6,35.2,1680.0,,65 or older,,,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,29.6,29.6,,,25.4,34.1,1000.0,,,Some college or technical school,,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,25.9,25.9,,,22.5,29.6,1002.0,,55 - 64,,,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,30.6,30.6,,,23.4,39.0,543.0,,,,,,Non-Hispanic Black,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,AR,Arkansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,31.1,31.1,,,27.6,34.7,1531.0,,,,Male,,,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Gender,Male,GEN,MALE
